date,tweet_text,author,followers,reply_count,retweet_count,like_count,ticker,main_post_label,main_post_score,positive_replies,negative_replies,neutral_replies,total_replies,avg_positive_score,avg_negative_score,avg_neutral_score,avg_positive_length,avg_negative_length,avg_neutral_length,price,change
2024-01-05,A #Bitcoin Classic https://t.co/0oJd0NZ2bU,ronin21btc,43836,49,137,702,btc,neutral,0.8727373480796814,2,4,3,9,0.6855641454458237,0.6230307519435883,0.5726308425267538,64.0,70.75,66.33333333333333,44156.9,0.0
2024-01-05,"$700..! 

Inflation out of control 

#Bitcoin https://t.co/zdXkDNaO5R",ronin21btc,43836,196,27,403,btc,negative,0.6278282999992371,4,4,12,20,0.7421859353780746,0.7030087485909462,0.7743938763936361,72.75,61.0,69.33333333333333,44156.9,0.0
2024-01-05,"TeleSwap introduces instant, secure, and affordable cross-chain transactions of Bitcoin across @BNBCHAIN and @0xPolygon, and vice versa, through TeleBTC!🚀

TeleSwap accomplishes this by locking $BTC and utilizing data from the #TeleportDAO light client bridge to mint TeleBTC, a unique, secure, and trustless wrapped BTC.

1⃣/ Transferring assets between blockchains is often a time-consuming process that introduces risks for users, such as incurring losses when they need to exchange their assets immediately. TeleSwap introduces a bridge mechanism that allows for instant cross-chain settlements.

2⃣/ In current cross-chain DEXs, users must have native tokens of different chains to pay for the fees of each network, which makes it difficult for users to use them. In #TeleSwap, users pay all fees in the native token of the blockchain they are interacting with, simplifying the user experience.

3⃣/ Teleswap users can now easily move their $BTC across multiple chains with TeleBTC!

Want to earn $TST by introducing TeleSwap?🤔

Invite your friends to trade #Bitcoin, and earn 1 $TST for every $10 they bridge or trade!🚀

Get started now: https://t.co/n2NPIW263N",Tele_Swap,70354,736,627,870,btc,positive,0.8129206895828247,17,0,3,20,0.8559282422065735,0.0,0.7530940771102905,51.529411764705884,0.0,52.666666666666664,44156.9,0.0
2024-01-05,"Happy New Year and here's what happened in Ordinals this week!! 🟧🟧

Featuring:
@nodemonkes @lepuppeteerfou @ripcache @KingBootoshi @jackbutcher @huuep @TO @HashlingsBTC &amp; more! https://t.co/u7HhMwMGRh",MEonBTC,99094,29,22,76,btc,positive,0.9684653878211975,0,0,1,1,0.0,0.0,0.7349730730056763,0.0,0.0,173.0,44156.9,0.0
2024-01-05,love being wrong sometimes LFG #BTC https://t.co/GxT7yLLcpO,TomCrownCrypto,53697,32,11,117,btc,neutral,0.5144015550613403,4,1,8,13,0.8223489671945572,0.5052552819252014,0.7559202164411545,112.25,69.0,77.5,44156.9,0.0
2024-01-05,"As a potential Bitcoin ETF approval approaches, I've been reflecting on my 2010 tweet about Bitcoin when it was just $0.30 per BTC. I knew we were onto something revolutionary. Back then, our crypto community was very small, but look at us now! It's vital that we continue advocating for crypto rights and ensure it remains accessible to all. The future of finance is in our hands.",StevenNerayoff,46451,50,85,588,btc,positive,0.7346428036689758,5,4,9,18,0.7016152620315552,0.6846432238817215,0.6866839726765951,46.6,65.75,61.44444444444444,44156.9,0.0
2024-01-05,"“Bitcoin’s Time Has Arrived”

Another great ad for $BTC from @hashdex

The ETF approval is NOT PRICED IN long term.  https://t.co/nZqEhBe0h7",scottmelker,1017547,56,107,897,btc,neutral,0.44186922907829285,2,3,8,13,0.8987848162651062,0.9313243826230367,0.7048129215836525,182.5,78.0,86.0,44156.9,0.0
2024-01-05,🚨BREAKING: MULTIPLE BITCOIN SPOT ETF’S TO BE APPROVED POTENTIALLY AS EARLY AS TOMORROW!!!!! https://t.co/0C65qQZp28,TylerSCrypto,98938,113,34,263,btc,neutral,0.5317974090576172,1,4,15,20,0.6988604664802551,0.732515275478363,0.7476793845494588,29.0,53.25,49.53333333333333,44156.9,0.0
2024-01-06,"This is the dream. I don’t want fancy cars and big ass houses which there is nothing wrong with but just not for me. I want to sail the beautiful blue oceans and maybe one day #Crypto will fulfill this dream….dream on!!!

#CryptoCommunity #Catamaran #Sailboat #XRPCommunity #BTC #Blockchain #Tech #DreamOn",MicahPW20,9648,53,9,201,btc,positive,0.63094162940979,12,2,5,19,0.857087567448616,0.5479471385478973,0.5849176108837127,96.25,157.0,86.8,43967.9,-0.43
2024-01-06,"✨💸💰$25 #BTC  💰💸✨ 

           ➡️ GIVEAWAY⬅️

 ✅Follow me
 ✅Like &amp; RT
 ✅Show love on my new video.

     ➡️(must leave proof)⬅️

I ONLY BOUGHT BIG HACKSAW BONUSES ON MY TOP 5 BEST SLOTS!

https://t.co/a32XH5mHlc

ROLLING IN 24 HOURS https://t.co/f92v4QtnBb",fencer_gg,17766,690,406,386,btc,positive,0.7710179090499878,0,0,1,1,0.0,0.0,0.6726275682449341,0.0,0.0,43.0,43967.9,-0.43
2024-01-06,"ahem

is this thing on?",BTC_DeGods,10514,24,30,119,btc,neutral,0.7849356532096863,0,0,1,1,0.0,0.0,0.8144650459289551,0.0,0.0,54.0,43967.9,-0.43
2024-01-06,"Exactly 33 days ago, The Golden Ratio by @harto_fr was fully sold out, with a price of 0.01 BTC (∼400 USD) for whitelist minters and 0.008 BTC for SATS (VIVID's Genesis Pass) holders.

Today, TGE is sitting at a price of 0.09 BTC (+3800 USD) and raising. That is a 900% raise in just 33 days.

But did you know, TGE was sitting at 0.014 BTC (∼600 USD) no more than 24 hours ago?

Floor has increased over 600% JUST TODAY. That is insane profit for traders who either minted and held or bought before the pump.

There's also been sales for over 0.14 BTC & 0.16 BTC (+7000 USD) for the rare pieces. This is the highest a piece of his artwork has ever been sold for... YET.

Needless to say, Harto is making great great moves, and I am so proud to not only have a professional relationship, but also a friendship with him. He's an amazing human, and he deserves this and more.

I feel honored to say I designed most of the Community, Collaboration & Marketing Strategy for TGE, and I am so proud to see the outcome it has had in secondary so far.

ngl, I am aware this is also happening because of what @nodemonkes has achieved so far. Thanks to them, a lot traders and collectors are joining ordinals.

Some said it was dead. Some said it would never die. 
The reality is, ordinals is more alive than ever, and it's movement that cannot be faded.

ART NEVER DIES 🤌",gianfrnft,12623,20,11,76,btc,neutral,0.6976966857910156,6,1,7,14,0.8904706637064616,0.6608949303627014,0.8128958344459534,59.666666666666664,33.0,74.71428571428571,43967.9,-0.43
2024-01-06,"I would have never admitted this even a week ago, but there is a very realistic world where btc NFTs are the 2024 NFT meta.

ETH and Sol can perform extremely well too, but ordinals may end up leading the way. Pack your bags accordingly. https://t.co/F7IYD1buXg",AryehRE,4349,21,17,122,btc,positive,0.6798691749572754,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43967.9,-0.43
2024-01-06,"All 11 #BitcoinETF issuers filed 19b-4 amendments to their filings Friday $BTC

#Bitcoin spot ETFs are expected to launch next week. It's possible the #SEC will give permission by Tuesday or Wednesday evening. Analysts say the Commission is working hard to launch all 11 funds at once by January 11.",RichQuack,416095,25,37,1005,btc,positive,0.5476427674293518,6,0,2,8,0.7443062762419382,0.0,0.6618424952030182,28.5,0.0,37.0,43967.9,-0.43
2024-01-06,"Someone get this man on a #Bitcoin podcast ASAP.  🤯 

@ComicDaveSmith 

A video thread 🧵 👇🏽 

https://t.co/zIrdaNKrgM",TheBTCTherapist,193821,79,375,1757,btc,neutral,0.5427921414375305,5,5,10,20,0.7746138453483582,0.6576497316360473,0.7019982814788819,83.6,173.8,67.8,43967.9,-0.43
2024-01-06,"🎁1x DarkCity x RPG🎁

Dark City is the 1st MMORPG on Bitcoin. Powered by Bitmap, Ordinals &amp; TAP

1️⃣ Follow @html_eth &amp; @darkcity_x 
2️⃣ Like &amp; RT
3️⃣ Comment: $drk x $rpg

Bookmark:
https://t.co/2euXJpx2Qb https://t.co/TCOLooOraT",html_eth,25308,226,130,141,btc,neutral,0.817979633808136,1,0,0,1,0.8519265651702881,0.0,0.0,227.0,0.0,0.0,43967.9,-0.43
2024-01-06,"Doxxed X BitcoinCats

The Doxxed community is happy to announce our partnership with one of the most hyped Ordinal projects right now! 💎

Genesis #BitcoinCats ordinals will soon launch on BakerySwap! 🍞

Don’t miss out on these super cute cats on #Bitcoin 

Win 2 WL spots:
1. Follow @BitcoinCats1Cat & @bakery_swap
2. Like, RT, @ 3 friends

24 hours, Goodluck 🎉",DoxxedBTC,3911,299,251,277,btc,positive,0.9756931662559509,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43967.9,-0.43
2024-01-06,"$BTC is papa. 

Would you wear these shades?

#bitcoin #NFT https://t.co/YaAUUwrpoE",karamendos,31207,52,47,192,btc,neutral,0.8914926648139954,5,0,4,9,0.7317988634109497,0.0,0.6191715449094772,43.0,0.0,26.5,43967.9,-0.43
2024-01-06,"Someone sent 26.9 #BTC to Satoshi Nakamoto🤯

Is Satoshi back just before the 4th Bitcoin halving and possible ETF approval?

Verify here: d7db4f96a4059c8906b953677ce533493d7b9da0f854a21b99f5772910dd0a31 https://t.co/xApXHwANcO",TheEliteCrypto,66967,38,2,36,btc,neutral,0.8968780636787415,1,0,2,3,0.45445722341537476,0.0,0.7228286564350128,69.0,0.0,79.0,43967.9,-0.43
2024-01-06,"I think there is an important takeaway… ⚠️ 👇

Here is a group of very exposed billionaires (and 1 millionaire) who have publicly, even as of late, condemned bitcoin — the fact that, so quickly, they’ve ‘changed their tune’ highlights exactly what is to come.

got m̶i̶l̶k̶ #BTC  ??",TimboNotes,9269,86,85,759,btc,neutral,0.527062177658081,2,8,10,20,0.6999967396259308,0.6426885053515434,0.6309073030948639,193.5,128.625,170.9,43967.9,-0.43
2024-01-06,"Why the @btcordinal Ordinal ecosystem is already worth millions:

Numbers: 
38 Collections
214313 Ordinals
200 MB Blockspace (estimated)
228 BTC or ~10 Million USD MC

Here's a brief overview of the BTC machine collections, their supply, floor price, and market cap - they're about to make history as the Survival Gear reaches 100,000 inscriptions, becoming the largest Ordinals collection - all airdropped for free.

I've counted 38 collections but might have missed some - do you know of any? I'd love to complete the table. I'm also adding Inscription Range, File Size, and Creation Fee. What I can roughly estimate is that the cumulative block space occupied by the BTC Machine collections will be around 200MB.

200MB of block space is already incredibly valuable - it would currently cost 10 trillion Sats or 100 Bitcoin in transaction fees (at 50 sats/vbyte). At the market peak a few weeks ago, we saw fees at 500 sats/vbyte, which would value the 200MB block space at 10 times this amount - 1,000 BTC or 43 million dollars. I'm convinced we'll return to these fees and even surpass them, so inscribing as much as you can now at these rates seems like a remarkably smart move by @papozorus and @Mr_Lucky777_ that will make history.

It's worth noting that most of these assets are already playable, or will soon be in the only Bitcoin MMORPG - Satoria - to date. And let's be honest - if someone doesn't start inscribing hundreds of thousands of assets for their own game soon - which, given the similar size and comparatively low fees, would now cost millions - it's likely to remain the sole Bitcoin MMORPG.

I know I haven't included Zbit in my analysis - I'll be discussing ZBIT and why you should consider having some in a longer tweet in the coming days/weeks, along with the File Size/Creation Fee of each collection. @LeonidasNFT Please add the missing collections to @ord_io  - it would immensely help me in figuring out their precise sizes and creation fees. Nonetheless @ord_io has been tremendously helpful in collecting the current data - it's an amazing site. Keep it up!

Fun fact: the collections are worth at least 2-3 Bitcoin, just for the Satoshis contained within them, which is already over 100k dollars - and that's only considering the UTXOs - that range between 330 and 10,000 sats - in the BTC Machine collections. 
People coming from other chains might find this hard to grasp - besides the fact that Ordinals in your wallet genuinely belong to you and can't be altered, there will always be this minimum value. This value might seem insignificant now, but in the future, it could be quite substantial.

I deeply regret not having inscribed my own art onto the blockchain much earlier. I really hope we see fees drop below 10 sats/vbyte again, or even lower - but I can't believe the mempool will ever clear again.

Regardless, one can always have regrets - and hope for lower fees too. In any case, I will continue to follow BTC Machine on its journey and am excited to see what comes next. 

Don't forget to tell me if I missed a collection. Also would love to hear which collections you already own or which you are planing to buy. Do you think the collections are already fair valued?

Cheers and out.",ValarianBTC,2797,28,46,91,btc,positive,0.5007026791572571,5,1,5,11,0.94231116771698,0.9399475455284119,0.7629600644111634,131.0,111.0,69.4,43967.9,-0.43
2024-01-06,"One Step closer to the Community Punk Raffle. In advance there is a chance to win 10x1 free tickets for this Raffle.

Follow @forsure_madix &amp; @Maxis_gg 
Like ♥️
Retweet 🔁

#Bitmap #Giveaway $BTC $BMP https://t.co/elynGc21Ci",forsure_madix,1107,43,93,122,btc,positive,0.7133920788764954,0,0,1,1,0.0,0.0,0.8262676000595093,0.0,0.0,31.0,43967.9,-0.43
2024-01-06,"🚨  Giveaway  🚨

We choose the name of our new Collection 👀

1x 150 $CRO

1️⃣ ❤️ ➕️ 🔄
2️⃣ Follow @GoldApe99
3️⃣ Tag 3 friends
4️⃣ Vote 👇
⌛️24h

#GoldApe #NFT #nftcollectors #BitcoinETF #etf #BTCETF #Giveaway #Binance #BNB #Cryptocom #Web3 #BTC #Bitcoin #crofam #BornBrave #FFTB",GoldApe99,6670,368,216,222,btc,neutral,0.7419021725654602,2,0,1,3,0.9048757553100586,0.0,0.8747356534004211,139.0,0.0,78.0,43967.9,-0.43
2024-01-06,"🎉🎁 Collab #Giveaway 🎁🎉

Reward :
🏆30x 80$ @dogecoinlabs
🏆4x 10$ USDT
🏆25x NFT

To Enter:
1️⃣Follow @dogecoinlabs &amp; @AtiqurLondon
2️⃣ 💙 + RT
3️⃣Tag 3 friends👥

⏳48 hr

#doge #crypto #btc #USDT
#ElonMusk #AtiqurNFTLondon
#Airdrop #NFTGiveaway #NFT https://t.co/E4qpwMxuB7",AtiqurLondon,4936,265,200,183,btc,neutral,0.7562959790229797,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43967.9,-0.43
2024-01-07,"Once the #Bitcoin Spot ETF get's approved...

⇒ This will be the FED-X delivery to Coinbase: https://t.co/cW41pZXAtP",RobinSeyr,17924,26,44,294,btc,neutral,0.7222023606300354,1,9,5,15,0.8300126194953918,0.7089250915580325,0.6732565283775329,60.0,111.66666666666667,33.2,43927.3,-0.09
2024-01-07,"✨💸💰$25 #BTC 💰💸✨ 

           ➡️ GIVEAWAY⬅️

 ✅Follow me
 ✅Like &amp; RT
 ✅Show love on my new video.

     ➡️(must leave proof)⬅️

I WON OVER $1 MILLION IN MY BIGGEST SLOT WINS OF 2023!

https://t.co/e4NKbEUZbP

ROLLING IN 24 HOURS https://t.co/vmY6hojtfA",fencer_gg,17760,620,390,370,btc,positive,0.851238489151001,1,0,3,4,0.5109049081802368,0.0,0.8089966773986816,39.0,0.0,40.333333333333336,43927.3,-0.09
2024-01-07,"""Is 0.01 #Bitcoin better than nothing?""

⇒ Yes, it will be!

#BTC is absolutely life-changing: https://t.co/rc1ZCtWUlV",RobinSeyr,17924,42,38,413,btc,positive,0.9159790873527527,7,2,11,20,0.707986865724836,0.7179000973701477,0.7417357130484148,41.42857142857143,60.5,80.45454545454545,43927.3,-0.09
2024-01-07,"Summary: 🔸
— Dropouts is 1,295 Ordinals
— Inscriptions are 74,587 - 137,958
— ~600 are left
— Mint will be very inexpensive
— Current holders will get guaranteed mints ahead of public sale https://t.co/YNMZoHnTeB",DropoutsBTC,9954,157,119,288,btc,neutral,0.6226593852043152,1,0,0,1,0.9875614643096924,0.0,0.0,188.0,0.0,0.0,43927.3,-0.09
2024-01-07,"SEC: “The BTC ETF is denied!”

Michael Saylor: https://t.co/3hG3mPWD3l",AltcoinGordon,697719,215,623,4614,btc,negative,0.5110294222831726,2,4,14,20,0.8936120271682739,0.5555212795734406,0.6838518849440983,57.0,58.0,67.0,43927.3,-0.09
2024-01-07,"New mint event coming soon.

Inscriptions 74,587 - 137,958.
Total supply = 1,295.
Art created in 2020.

Want access? Tell us why 👇 https://t.co/61nw7EDnN5",DropoutsBTC,9954,442,144,470,btc,neutral,0.7792331576347351,1,1,1,3,0.848935604095459,0.6161141991615295,0.4728301465511322,192.0,191.0,345.0,43927.3,-0.09
2024-01-07,"The First-Ever and Only AMM on Bitcoin’s L1 🧪️

1,500+ transactions on $BTC testnet. Positive initial audit findings from @threesigmaxyz. Improvements in the works.

Launching on Bitcoin native layer mainnet this month 🧡

You are not ready... $ORDS https://t.co/JB5893NWZC",OrdiswapLabs,35483,134,148,491,btc,positive,0.7481626272201538,14,0,6,20,0.8185942981924329,0.0,0.8089440862337748,73.71428571428571,0.0,77.0,43927.3,-0.09
2024-01-07,"3x in 3h (0.07 BTC -&gt; 0.2 BTC) 😵

Idk what's happening, but my man @harto_fr definitely deserves this 😏❤️ https://t.co/PMWP3yWRvC",Jiurn,56459,29,7,92,btc,positive,0.9666150212287903,10,1,7,18,0.8786798655986786,0.6248553395271301,0.758545092173985,67.8,36.0,35.285714285714285,43927.3,-0.09
2024-01-07,Now is the time to start building on Bitcoin 🧡 https://t.co/4RX1zhxrjP,Stacks,233804,27,51,238,btc,positive,0.6786780953407288,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43927.3,-0.09
2024-01-07,"My lottery ticket setup, 1/5500 chance to win 8 BTC ""non kyc"" if left on for a year. https://t.co/J1TKdadRym",3DdGmr,1614,56,22,610,btc,neutral,0.868767261505127,6,2,12,20,0.8442397912343343,0.6285902559757233,0.6960735494891802,66.33333333333333,71.0,114.83333333333333,43927.3,-0.09
2024-01-07,"gm Bitcoin Ordinals Enjooyoors! 🌞☕️

It's going to be an awesome week! https://t.co/0glh1lvSFy",TO,150636,76,69,269,btc,positive,0.985345721244812,6,0,14,20,0.7964296042919159,0.0,0.7509982458182743,42.333333333333336,0.0,38.142857142857146,43927.3,-0.09
2024-01-07,You figured out #Bitcoin. You flopped the nuts. Now it's just placing bets and waiting for the hand to play out. https://t.co/Bj52Y9Zcv9,thomas_fahrer,75866,25,58,465,btc,neutral,0.5069171786308289,2,0,1,3,0.8787674009799957,0.0,0.8100788593292236,107.0,0.0,210.0,43927.3,-0.09
2024-01-07,gm to every #src20 maxi https://t.co/8ibAFVLYR8,Blockwizard_btc,25318,53,3,58,btc,neutral,0.9003106951713562,1,0,0,1,0.6854220628738403,0.0,0.0,55.0,0.0,0.0,43927.3,-0.09
2024-01-07,"GM 🐸

CT waiting for the BTC ETF approval like… https://t.co/Ca4BhswjyF",pepecoins,84806,35,37,243,btc,neutral,0.922171413898468,4,1,10,15,0.7206226140260696,0.7921074628829956,0.801443487405777,82.75,53.0,36.1,43927.3,-0.09
2024-01-07,"📣 Announcing the #ZengoWalletChallenge:

Hack Zengo, win 10 #Bitcoin ($420,000+ USD)

This is the largest on-chain bounty ever by a self-custodial #crypto wallet!

15 Days. Begins January 9th. Up to $750 in #BTC awards for trying.

Come & get it.

Details (1/5) ⬇️",ZenGo,42132,66,115,402,btc,positive,0.8286139369010925,9,1,9,19,0.7382934821976556,0.610260009765625,0.7200817664464315,112.0,163.0,141.55555555555554,43927.3,-0.09
2024-01-07,"#Bitcoin vs EVERYTHING 🤯 

https://t.co/hhZw64WlvF",TheBTCTherapist,193797,54,189,828,btc,neutral,0.7610172629356384,2,2,5,9,0.9003860354423523,0.7328177392482758,0.7414662480354309,70.5,292.5,149.2,43927.3,-0.09
2024-01-07,"Built using TeleportDAO, our dApps are #TeleOrdinal &amp; #TeleSwap! ⚡️

Let’s take a closer look at them👇

#BRC20 #Bitcoin #BTC https://t.co/Y3I3RNf2Nq",Tele_Swap,70354,23,18,302,btc,positive,0.5352715253829956,1,0,1,2,0.8209814429283142,0.0,0.5386680960655212,177.0,0.0,357.0,43927.3,-0.09
2024-01-08,stfu already https://t.co/egCJLX54lQ,BTCLiotta04,8311,19,30,346,btc,negative,0.7169632315635681,0,1,0,1,0.0,0.6410285830497742,0.0,0.0,170.0,0.0,46962.2,6.91
2024-01-08,"🚀 Exciting News from EventsX: Is redefining the event experience with a unique Participate2Earn Protocol! Be a part of this groundbreaking journey. 🌟

✨ World's First: Earn Bitcoin by Participating in Events! https://t.co/rDUgeDVwJt",Defi_Princess1,18947,56,17,36,btc,positive,0.9628722071647644,6,0,0,6,0.8831353684266409,0.0,0.0,160.66666666666666,0.0,0.0,46962.2,6.91
2024-01-08,"Happy Birthday Block 9 Sats! 🎉

15 years ago today, Satoshi mined Bitcoin Block 9 and received 5 billion sats as the reward.

He then sent 1 billion of those sats to Hal Finney in the first BTC transaction ever.

For 14 years those Block 9 sats were spread throughout the Bitcoin network until May of last year when sat hunter @null_ish found some and was the first to inscribe on them.

Since then notable projects such as @OrdinalMaxiBiz, @OnChainMonkey, and many more have chosen to inscribe their collections exclusively on them.

We index all inscriptions on Block 9 sats in the order they were created via @ord_io. You can view this history here:

→ https://t.co/LuUHGiBv8P",LeonidasNFT,245721,80,145,565,btc,positive,0.9264326095581055,5,2,13,20,0.8650362014770507,0.7315450608730316,0.7903677637760456,61.6,207.0,44.07692307692308,46962.2,6.91
2024-01-08,Normie friends appearing in your inbox with BTC questions this week https://t.co/L0uEMs8qJV,cryptograffiti,35333,61,349,2473,btc,neutral,0.8966174721717834,2,2,6,10,0.7563312947750092,0.8938942849636078,0.6392597903807958,55.5,45.0,94.0,46962.2,6.91
2024-01-08,"#Bitcoin future money.

https://t.co/45j3CZOul3

#buybitcoin #bitcoinStamp https://t.co/1EfMNTim2E",AnonBitcoin,7169,22,359,366,btc,neutral,0.7919636368751526,1,0,1,2,0.6741859912872314,0.0,0.7578778862953186,17.0,0.0,43.0,46962.2,6.91
2024-01-08,"Many of you have been asking me if now is a good time to buy $BTC and $ETH

Here’s my honest view: https://t.co/8bqFbgwbli",LayahHeilpern,708481,116,50,668,btc,neutral,0.8518146276473999,11,2,6,19,0.8628773472525857,0.7229661345481873,0.6185270100831985,89.18181818181819,72.5,108.5,46962.2,6.91
2024-01-08,"The future of #Bitcoin is going to blow minds 🤯

Receiving BTC through an app? Pretty cool. 

Receiving BTC through a sticker? Waaay cooler. https://t.co/MqOUT1zwd3",River,44373,72,100,751,btc,positive,0.9665952920913696,10,4,6,20,0.9100131392478943,0.798138365149498,0.7303115626176199,74.2,55.25,69.0,46962.2,6.91
2024-01-08,"A grail Bitcoin Puppet just sold for 0.85 BTC ($40k) 🔥🔥🔥

#Bitcoin #Ordinals https://t.co/Spcp8gZNUn",businessmaneth,27301,65,105,584,btc,positive,0.580369234085083,3,4,13,20,0.6396794617176056,0.6224572509527206,0.7283037259028509,50.0,54.75,39.38461538461539,46962.2,6.91
2024-01-08,"I just bought this grail Bitcoin Puppet for 0.85 BTC

AMA

#Bitcoin  #Ordinals #bitcoinpuppets https://t.co/rkzkrbXFtM",ASAPether,34495,157,70,666,btc,neutral,0.8624235987663269,8,1,11,20,0.7596653625369072,0.6322145462036133,0.7228656519543041,52.0,71.0,61.0,46962.2,6.91
2024-01-08,"You can buy Bitcoin quickly and easily right from your wallet.

Learn how in this tutorial👇 https://t.co/FFDJt3621z",phantom,836033,171,221,1617,btc,positive,0.7529465556144714,8,2,10,20,0.901346743106842,0.5411734879016876,0.8045050740242005,49.375,22.0,41.7,46962.2,6.91
2024-01-08,To the moon #Bitcoin $BTC https://t.co/BFVxb87qIs,CryptoNewton,274423,48,88,617,btc,neutral,0.6484801173210144,5,3,10,18,0.7430657625198365,0.5970345735549927,0.7398232579231262,53.4,41.333333333333336,52.2,46962.2,6.91
2024-01-08,STOP GOING UP https://t.co/ROgoylXUBQ,TO,150636,36,34,228,btc,neutral,0.49678322672843933,0,0,1,1,0.0,0.0,0.9069649577140808,0.0,0.0,49.0,46962.2,6.91
2024-01-08,"As #Bitcoin pumps, here’s a reminder from @BTCsessions:

“If top-down was all that mattered, top-down would have already given us Bitcoin… it’s the bottom-up that changes the world.”
@titcoinpodcast https://t.co/tmQagJzZfN",WalkerAmerica,64508,24,83,416,btc,neutral,0.6973265409469604,2,0,3,5,0.8795140385627747,0.0,0.7507514953613281,65.5,0.0,102.33333333333333,46962.2,6.91
2024-01-08,CATHIE WOOD: 🇺🇸 SEC approval of the #Bitcoin ETF is a 🟢green light for institutions 👀 https://t.co/MY6Vqt9vjs,BitcoinNewsCom,208335,40,330,1861,btc,positive,0.8379303812980652,4,0,6,10,0.7864015102386475,0.0,0.6593373020490011,76.0,0.0,70.83333333333333,46962.2,6.91
2024-01-08,"Who’s active on a Monday let’s connect and LFGrow? 💚

Have a great day! I hope you scoop some coins during the dump just now hehe!

$BTC $ETH $SOL https://t.co/yMBfHjAIgH",0xMojojo,26277,143,12,231,btc,positive,0.9698051810264587,15,0,5,20,0.8496073762575785,0.0,0.7206592679023742,57.53333333333333,0.0,59.2,46962.2,6.91
2024-01-08,BREAKING 🚨 NEWS : Sources say #Bitcoin Spot ETF will be traded on Thursday of this week ‼️ https://t.co/7O34hnO41e,GoingParabolic,255514,84,101,648,btc,neutral,0.86656254529953,4,3,13,20,0.8566242605447769,0.8815819621086121,0.7482633200975565,76.75,63.0,47.84615384615385,46962.2,6.91
2024-01-08,"Eternal Union: SATO, Bitcoin, and Satoshi 🌐🚀

Today, we've sent 21 SATO from the SATO SRC20 genesis wallet to the Bitcoin genesis block address. 
(Tx=5bb3b7a46839a391f6aacefdc2c28913b91e17ee63129c63dc0392b650e16071)
An immutable bond for all eternity between SATO and Bitcoin 🔗 21 SATO in honor of the 21 million Bitcoin, building a decentralized future on the most secure foundations. SATO continues Satoshi's legacy! #SATO #SRC20 #Bitcoin #Satoshi #EternalUnion 

🚀 Bitcoin: The Digital Revolution - Decentralization, security, and controlled scarcity. The currency of the future is now. 🌟

🎩 Satoshi: The Unknown Genius - Anonymity, unique vision, and creation of the blockchain protocol. The father of Bitcoin. 🔗
You really changed the world. Thanks for everything.

🌐 SRC-20: Innovation on the Blockchain - Unprunable UTXO, data immutability, and decentralization. Empowering blockchain efficiency. 🚀

🛡️ SATO: Guardian of Information in Bitcoin. A safeguard for data integrity on the Bitcoin blockchain, with Satoshi Nakamoto's decentralized and innovative philosophy. Represents freedom, innovation, and community power. Total decentralization, inclusive distribution, with the community leading the way to digital freedom. 
We are all SATO! 🔗

#BlockchainInnovation #SATO #SRC20 #Bitcoin #Satoshi 🌐",satosrc20,2255,16,329,225,btc,neutral,0.5898908376693726,3,0,2,5,0.6633587678273519,0.0,0.761757880449295,56.666666666666664,0.0,20.0,46962.2,6.91
2024-01-09,gmgm - wearing my lucky matching set for the BTC ETF approval today 👀 https://t.co/ALlxYAvzIs,lemonschweppes1,14699,237,9,339,btc,positive,0.617568850517273,13,0,7,20,0.8997039565673242,0.0,0.7185070770127433,54.53846153846154,0.0,79.71428571428571,46129.0,-1.77
2024-01-09,"So this just happened. 

@HashlingsBTC gold 1/1 airdropped the same day #Bitcoin ETF approved. WTF!? https://t.co/BzckIFu5EJ",btc_ted,3697,45,29,216,btc,negative,0.6113772988319397,13,0,7,20,0.8955758878817925,0.0,0.6697338138307843,60.53846153846154,0.0,52.857142857142854,46129.0,-1.77
2024-01-09,What is this pattern called? $BTC 🤣 https://t.co/s3BktiIBbo,hotlneblng_,49613,225,13,313,btc,neutral,0.7410546541213989,0,5,15,20,0.0,0.6610844135284424,0.7528920769691467,0.0,53.0,42.266666666666666,46129.0,-1.77
2024-01-09,"$BTC - someone just longed over $300m 

this guy is smoking some shit

thanks for playing https://t.co/Q0hRFTJPfT",Ninjascalp,241481,43,16,412,btc,negative,0.8111908435821533,3,5,9,17,0.7154461542765299,0.6406690597534179,0.6704015930493673,24.0,56.6,63.0,46129.0,-1.77
2024-01-09,pov: the sec gets hacked &amp; approves the btc etf https://t.co/H36XiJUNHX,kmoney_69,154868,342,619,2059,btc,neutral,0.5980212688446045,3,4,13,20,0.8965966105461121,0.6738910973072052,0.7530797284383041,45.0,80.5,69.76923076923077,46129.0,-1.77
2024-01-09,"₿ULL MARKET CONFIRMED!!!
🥳♫「 Inverse Cramer 」♬🚀☾

#Bitcoin #BTC $BTC #JimCramer https://t.co/V9zHYBLmm1",KevinSvenson_,160210,60,139,694,btc,neutral,0.785365641117096,6,1,13,20,0.8691638708114624,0.7691411375999451,0.7050394049057593,41.666666666666664,211.0,63.15384615384615,46129.0,-1.77
