author,reputation,engagement,accuracy,debate_quality
RobinhoodCrypto,21.545010004790722,250.71428571428572,1,6.70631711314743
osf_rekt,21.75491253729722,68.57142857142857,1,7.036585947756365
0xelonmoney,21.155690630556904,230.28571428571428,1,6.1616691617532044
cryptocom,19.874975649523602,384.14285714285717,1,4.762448248950873
GertvanLagen,22.598379177629784,157.85714285714286,1,8.234224175749421
inscripticons,17.80342912789449,178.0,1,3.0107068256026603
BTCGandalf,5.1847350284451945,130.85714285714286,0,1.0269448602922007
Tibe_btc,10.385948523476776,26.428571428571427,0,4.2749919777618075
omega_alpha_nft,7.943887097500982,263.42857142857144,0,2.55498296913593
catgirlcoin,6.119373657246867,52.42857142857143,0,1.5020242084027973
PixelRainbowNFT,5.297350713410259,52.42857142857143,0,1.0589445585633759
coinyeezy,13.366009197534911,70.59999058736028,0.0,6.3391583871860275
marccolcer,4.822637678214102,39.857142857142854,0,0.8087822660630446
ZKFCommunity,11.287884834041076,82.42857142857143,0,5.074575213486777
VelarBTC,14.3637879736457,61.42857142857143,0,11.171620130064895
BTCersforfuture,14.28680228841549,82.0,1,0.8087822660630446
Leonisss1,14.765713395087772,222.14285714285714,1,1.0589445585633759
itsarbsy,21.29332277711281,18.714285714285715,1,5.61174011799817
satoshivm,22.24489383334902,277.85714285714283,1,6.76577144207954
btctrek,22.86041751773058,55.142857142857146,1,7.818418291026304
millasi_,22.748303306482132,104.28571428571429,1,7.601991381995502
SquigsNfts,22.06230180894822,110.42857142857143,1,6.50421216911606
CashuBTC,20.45813258133957,34.57142857142857,1,4.741378473381343
pockemys,21.585958473849807,623.1428571428571,1,5.895953775381932
BLACK1W1,23.133760695169784,404.57142857142856,1,8.41066896185045
Avalanche_XV,22.405918592615734,114.14285714285714,1,7.012831285580044
Crypt0_DeFi,18.160756711024437,30.571428571428573,1,3.0107068256026603
sidvisuals_,23.809453054398755,55.57142857142857,1,10.595116984193853
turboalex17,4.921213067116975,299.85714285714283,0,0.8087822660630446
CryptowithAmber,12.614624818614121,169.14285714285714,0,6.290319135594823
danieleripoll,13.780218503111538,197.42857142857142,0,8.234224175749421
UniCrossGlobal,4.323932097260829,335.57142857142856,0,0.5036285950138053
realtombibiyan,13.006026835922258,181.85714285714286,0,6.834481169400123
BearsGiveaways,7.5093845668613195,420.14285714285717,0,2.2043688828810524
FairtalkTV,16.151926756418675,67.0,1,1.6298968417696083
allergictoguac,22.2676803957316,121.14285714285714,1,6.188691785753473
BTCDragonToken,15.350089210469795,141.85714285714286,1,1.2062763938099184
metamoonshots,12.733208216083524,9.857142857142858,1,0.0
trondao,14.405113955310254,64.0,1,0.7215490903862619
iamstevenmorse,13.204265065976006,30.0,0,6.746011553380072
PepeNals,12.637216992201134,32.57142857142857,0,6.008096833611189
limitlesssauce,12.416598465075468,128.85714285714286,0,5.7527015497659955
btc_charlie,14.200953617864307,94.71428571428571,0,8.556227099075846
bull_bnb,13.510494828396745,127.42857142857143,0,7.2053080262579545
JanvanEck3,12.58764820299043,289.42857142857144,0,5.9466798644045245
SatoshiFlipper,13.798417892518767,215.42857142857142,0,7.706634864885183
Washigorira,13.798417892518767,222.71428571428572,0,7.706634864885182
CyclesWithBach,3.3960464999860305,128.28571428571428,0,0.0
WendellMoone,3.43035,196.71428571428572,0,0.0
snaxion,7.42441969013285,35.714285714285715,0,2.0310135448784403
danielllradu,12.714796164636798,282.85714285714283,0,5.9466798644045245
d_gilz,14.951437172722365,53.57142857142857,0,10.44921545549492
bangerzNFT,14.227595866557753,29.0,0,8.302840533276143
ZENANEMERCULES,13.8407894030796,62.857142857142854,0,7.531421357183996
untrade_io,14.118257420870483,167.0,0,8.058057520220885
The_Bogfather,8.652290954146988,64.85714285714286,0,2.73174076753276
TheBitcoin__,5.506895394542056,49.0,0,1.0269448602922007
BitcoinMagazine,13.27574981669877,1070.4285714285713,0,6.473352218804022
BtcpayServer,9.761264173208342,68.28571428571429,0,3.3665682643850516
anetaBTC,8.227767975292702,70.0,0,2.434585690482245
